Candidate,Item097,Item098,Item100,Item101,Item104,Item105,Item106,Item107,Item108,Item109,Item115,Item116,Item117,Item118,Item119,Item120,Item121,Item122,Item123,Item124,Item125,Item126,Item127,Item128,Item129,Item130,Item131,Item132,Item133,Item134,Item135,Item136,Item137,Item140,Item141,Item142,Item143,Item144,Item157,Item158,Item159,Item160,Item162,Item163,Item164,Item166,Item167,Item168,Item145,Item147,Item148,Item150,Item151,Item152,Item153,Item154,Item155,Item156,Item183,Item184,Item185,Item186,Item187,Item188,Item189,Item190,Item191,Item192
Cand03425,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03430,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03442,0,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,0,0,1,0,0, , , , , , , , , , ,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03452,0,1,0,1,1,1,0,0,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03458,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03461,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , 
Cand03476,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03522,0,1,0,1,0,0,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,1,1,1,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03524,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,1,1,0,0,0,1, , , , , , , , , , 
Cand03532,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03544,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,0,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03558,0,0,1,1,1,1,0,1,0,1,1,0, , , , , , , , ,1,1,0,0,1,0,0,0, , , , , , , , , , ,1,1,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03570,1,1,0,1,0,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,0,0,1,1,0,1,0,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03588,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03593,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03608,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03624,0,1,1,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,1,1,0,1,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03635,1,1,0,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03642,0,1,0,1,0,1,0,0,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03646,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03673,0,1,1,1,1,1,1,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03693,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,0,0,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03697,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0, , , , , , , , , , 
Cand03708,0,1,0,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,0,0,1,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03709,1,1,0,1,1,1,0,1,1,0,1,0, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03712,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03714,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03721,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03723,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0
Cand03726,0,1,1,0,1,1,0,1,1,1,1,1, , , , , , , , ,0,1,1,0,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03732,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,0,0,0, , , , , , , , , , 
Cand03742,0,1,1,1,1,1,0,1,0,0,1,1, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,1,0,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03751,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , 
Cand03753,1,1,1,1,1,0,1,1,0,1,1,1, , , , , , , , ,1,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,1,0,1,1
Cand03755,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03756,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand03774,1,1,1,1,1,1,0,0,1,1,1,1, , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,1,1,1,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,0,0,0, , , , , , , , , , 
Cand03805,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,1,0,0,0, , , , , , , , , , 
Cand03816,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , ,0,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03818,0,1,0,1,1,1,1,1,1,0,1,0, , , , , , , , ,0,1,0,0,0,1,1,0, , , , , , , , , , ,1,1,1,0,1,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03821,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,1,0,0,0, , , , , , , , , , 
Cand03822,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03830,0,1,0,1,0,1,0,1,0,1,1,1, , , , , , , , ,0,1,1,0,0,0,0,0, , , , , , , , , , ,1,1,1,1,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03840,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0, , , , , , , , ,0,0,0,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03845,1,1,0,1,1,1,1,1,0,0,1,0, , , , , , , , ,0,1,0,0,1,0,1,0, , , , , , , , , , ,0,1,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03850,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1, , , , , , , , ,0,0,0,0,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03854,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03862,0,1,1,1,1,1,1,1,1,1,1,0, , , , , , , , ,1,1,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03870,0,1,0,1,0,1,1,1,0,1,1,1, , , , , , , , ,1,1,1,0,0,0,1,0, , , , , , , , , , ,1,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03873,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03880,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0, , , , , , , , , , 
Cand03881,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03885,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03894,0,1,1,1,1,1,0,1,1,1,1,0, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,0,0,1,1,0,1,0,1,1, , , , , , , , , , , , , , , , , , , , 
Cand03908,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03917,0,1,1,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,1,1,0,0, , , , , , , , , , ,1,1,1,0,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand03926,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,1,1,0,0,0, , , , , , , , , , 
Cand03931,0,1,0,1,1,1,0,1,0,1,1,1, , , , , , , , ,0,1,0,0,0,0,0,0, , , , , , , , , , ,1,0,0,0,1,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03952,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,1,0, , , , , , , , , , , , , , , , , , , , 
Cand03977,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , , , ,1,1,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03978,0,1,0,1,1,1,0,0,0,0,1,1, , , , , , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,1,1,0,1,0, , , , , , , , , , 
Cand03983,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,0,1,0,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand03995,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1, , , , , , , , ,0,1,0,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand03997,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , 
Cand04001,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Cand04012,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,0,0,0, , , , , , , , , , 
Cand04022,1,1,0,1,1,0,1,1,0,1,1,0, , , , , , , , ,0,1,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cand04023,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand04036,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,1,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand04042,1,1,0,0,1,1,0,1,0,0,1,0, , , , , , , , ,1,0,1,0,0,0,0,0, , , , , , , , , , ,0,0,1,1,1,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand04049,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , 
Cand04050,0,1,0,1,1,1,1,1,0,0,1,0, , , , , , , , ,0,1,0,0,0,0,1,0, , , , , , , , , , ,0,0,1,1,1,1,0,0,0,1, , , , , , , , , , , , , , , , , , , , 
Cand04051,0,1,0,1,1,1,0,1,0,0,1,0, , , , , , , , ,0,1,0,0,1,0,1,0, , , , , , , , , , ,1,1,1,0,1,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , 
Cand04059,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , 
Cand04070,0,1,0,1,1,1,0,0,0,1,1,1, , , , , , , , ,0,1,1,1,0,0,1,0, , , , , , , , , , ,1,1,0,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , 
Cand04083,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,0,0, , , , , , , , , , 
